OBJECTID,TRAFFICCLOSURESID,CLOSURE_TYPE,STREET_NAME,STREET_FROM,STREET_TO,DATE_FROM,DATE_TO,REASON,STATUS,CLOSURE_SCHEDULED,DETAILS,DETOUR,ORGANIZATION,CONTACT,WATER,TIME,INSTRUCTIONS,INSTRUCTION_TEXT,UPDATES,CREATE_DATE,CREATE_BY,UPDATE_DATE,UPDATE_BY,STATUS_DATE,ALTERNATE_CONTACT,DOWNTOWN,MAP_CLASS,Shape__Length
40333,817501,Road,WEBER ST W,WELLINGTON ST N,VICTORIA ST N,7/7/2014 12:00:01 AM,10/9/2014 11:59:59 PM,Road Reconstruction,Closed,Completed,WEBER ST RD RECONSTRUCTION (NULL),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,WEBER ST (WELLINGTON ST TO VICTORIA ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,430.805074984734
40334,817502,Road,BREITHAUPT ST,MOORE AVE,WATERLOO ST,9/9/2014 12:00:01 AM,10/10/2014 11:59:59 PM,Site Servicing,Closed,Completed,CRANE OPERATIONS - STRUCTURAL STEEL INSTALLATIONS FOR NEW DEVELOPMENT (5 WEEKS),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BREITHAUPT ST (MOORE  AVE TO WATERLOO ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,235.738241336245
40335,818892,Road,PATRICIA AVE,METZLOFF DR,SANDRA AVE,9/8/2014 12:00:01 AM,9/9/2014 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,PATRICIA AVE (METZLOFF DR TO SANDRA AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,333.591718964628
40336,818893,Road,YELLOW BIRCH DR,HODDLE CRES,FRAN ELLEN CRES,9/8/2014 12:00:01 AM,9/9/2014 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,YELLOW BIRCH DR (HOODLE CRT TO FRAN ELLEN CRES),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,660.221145195364
40337,818894,Road,BANKSIDE DR,BANKSIDE CRES,BANKSIDE CRES,9/9/2014 12:00:01 AM,9/10/2014 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BANKSIDE DR (BANKSIDE CR TO BANKSIDE CR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,1019.90197474409
40338,818895,Road,CEDAR CREST ST,YELLOW BIRCH DR,SUGAR MAPLE ST,9/9/2014 12:00:01 AM,9/10/2014 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,CEDAR CREST ST (YELLOW BIRCH DR TO SUGAR MAPLE ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,579.721865416567
40339,818896,Road,UNION BLVD,SEVERN AVE,BELMONT AVE W,9/10/2014 12:00:01 AM,9/11/2014 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,UNION BLVD (SEVERN AVE TO BELMONT AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,224.140747139972
40340,818897,Road,CLAYCROFT CRES,BLACKWELL DR,BLACKWELL DR,9/10/2014 12:00:01 AM,9/10/2014 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,CLAYCROFT CRT (BLACKWELL CR TO BLACKWELL CR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,491.72458514608
40341,818898,Road,OLD FOREST CRES,DRIFTWOOD DR,DRIFTWOOD DR,9/11/2014 12:00:01 AM,9/11/2014 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,OLD FOREST CR (DRIFTWOOD DR TO DRIFTWOOD DR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,519.804416613604
40342,818899,Road,ELM RIDGE DR,RAMBLEWOOD WAY,SILVER ASPEN CRES,9/11/2014 12:00:01 AM,9/11/2014 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,ELMRIDGE DR (RAMBLEWOOD WAY TO SILVER ASPEN CR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,338.351131386663
40343,820015,Road,ONTARIO ST S,CHARLES ST W,JOSEPH ST,9/15/2014 12:00:01 AM,9/19/2014 11:59:59 PM,Other,Closed,Completed,HYDRO LRT DUCT INSTALLATIONS (NULL),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,ONTARIO ST (CHARLES ST TO JOSEPH ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,176.299091096128
40344,821501,Road,DURHAM ST,DOON VALLEY DR,END,9/10/2014 12:00:01 AM,9/10/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENT (3:00 PM TO 8:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,DURHAM ST (DOON VALLEY DR TO THE END),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,124.197231235885
40345,821502,Road,CHESTNUT ST,MANSION ST,FREDERICK ST,9/13/2014 12:00:01 AM,9/13/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENT (1:00 PM TO 12 MIDNIGHT),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,CHESTNUT ST (MANSION ST TO FREDERICK ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,293.435640653728
40346,821503,Road,OTTO ST,QUEEN ST N,FREDERICK ST,9/12/2014 12:00:01 AM,9/12/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENT (2:00 PM TO 10:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,OTTO ST (QUEEN ST TO FREDERICK ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,250.706755107842
40347,888876,Road,HENRY ST,VICTORIA ST S,JUBILEE DR,11/3/2014 12:00:01 AM,11/3/2014 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,HENRY ST (VICTORIA ST TO JUBILEE DR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,188.59004457986
40348,890632,Road,DUKE ST E,EBY ST N,CEDAR ST N,10/31/2014 12:00:01 AM,10/31/2014 11:59:59 PM,Water Repair,Closed,Completed,WATER VALVE REPAIR (TIL 12 NOON),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,DUKE ST (EBY ST TO CEDAR ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,197.443615035001
40349,891344,Road,KING ST W,WATER ST S,FRANCIS ST N,11/17/2014 12:00:01 AM,11/18/2014 11:59:59 PM,Catchbasin Work,Closed,Completed,CATCH BASIN REPAIRS (2 DAYS),WESTBOUND CLOSURE ONLY,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KING ST W (WATER ST TO FRANCIS ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,254.309461701668
40350,891346,Road,GREENBROOK DR,WARREN RD,STONYBROOK DR,11/3/2014 12:00:01 AM,11/3/2014 11:59:59 PM,Road Resurfacing,Closed,Completed,PAVING OPERATIONS (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,GREENBROOK DR (WARREN RD TO STONYBROOK DR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,464.785233220371
40351,891347,Road,GAUKEL ST,CHARLES ST W,KING ST W,11/4/2014 12:00:01 AM,11/4/2014 11:59:59 PM,Road Resurfacing,Closed,Completed,PAVING OPERATIONS (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,GAUKEL ST (CHARLES ST TO KING ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,160.386000792449
40352,891348,Road,WELLINGTON ST N,LANCASTER ST W,ST LEGER ST,11/4/2014 12:00:01 AM,11/4/2014 11:59:59 PM,Road Resurfacing,Closed,Completed,PAVING OPERATIONS (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,WELLINGTON ST (LANCASTER ST TO ST LEGER ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,905.184760746516
40353,896280,Road,STIRLING AVE S,HIGHLAND RD E,COURTLAND AVE E,11/5/2014 12:00:01 AM,11/5/2014 11:59:59 PM,Road Resurfacing,Closed,Completed,PAVING OPERATIONS (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,STIRLING  AVE (HIGHLAND RD TO COURTLAND  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,1112.36026931604
40354,896986,Road,EDWIN ST,BLUCHER ST,HILLVIEW ST,11/10/2014 12:00:01 AM,11/10/2014 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,EDWIN ST (BLUCHER ST TO HILLVIEW ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,94.2688137363298
40355,896987,Road,KING ST W,UNION ST,OTTAWA ST N,11/15/2014 12:00:01 AM,11/15/2014 11:59:59 PM,Special Event,Closed,Completed,SANTA CLAUS PARADE (9:30 AM TO 1:00 PM),AND ALL SIDE STS CLOSED FOR PARADE,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KING ST (UNION ST TO OTTAWA ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,2281.14483382583
40356,896988,Road,FREDERICK ST,WEBER ST E,KING ST E,11/11/2014 12:00:01 AM,11/11/2014 11:59:59 PM,Special Event,Closed,Completed,REMEMBRANCE DAY SERVICE (8 AM - 12 NOON),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,FREDERICK ST (WEBER ST TO KING ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,238.127770682193
40357,896989,Road,DUKE ST W,QUEEN ST N,SCOTT ST,11/11/2014 12:00:01 AM,11/11/2014 11:59:59 PM,Special Event,Closed,Completed,REMEMBRANCE DAY SERVICE (8 AM - 12 NOON),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,DUKE ST (QUEEN ST TO SCOTT ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,120.77406095689
40358,897695,Road,AHRENS ST W,MAYNARD AVE,VICTORIA ST N,11/6/2014 12:00:01 AM,11/6/2014 11:59:59 PM,Utility Work,Closed,Completed,GAS SERVICE WORK (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,AHRENS ST (MAYNARD  AVE TO VICTORIA ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,199.022621918967
40359,899806,Road,BREITHAUPT ST,MOORE AVE,WATERLOO ST,11/10/2014 12:00:01 AM,11/13/2014 11:59:59 PM,Site Servicing,Closed,Completed,CRANE OPERATION (NULL),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BREITHAUPT ST (MOORE  AVE TO WATERLOO ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,235.738241336245
40360,900162,Road,KING ST W,QUEEN ST N,BENTON ST,11/19/2014 12:00:01 AM,11/20/2014 11:59:59 PM,Catchbasin Work,Closed,Completed,CATCH BASIN REPAIRS (2 DAYS),EASTBOUND CLOSURE ONLY,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KING ST (QUEEN ST TO BENTON ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,2281.14483382583
40361,1071167,Road,WALTER ST,GLASGOW ST,WELLINGTON ST S,4/6/2015 12:00:01 AM,4/6/2015 11:59:59 PM,Water Repair,Closed,Completed,TEMPORARY WATERMAIN INSTALLATION (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,WALTER ST (GLASGOW ST TO WELLINGTON ST S),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,238.562893849179
40362,1071168,Road,BRICK ST,OTTAWA ST N,ROSEDALE AVE,4/7/2015 12:00:01 AM,6/23/2015 11:59:59 PM,Road Reconstruction,Closed,Completed,RD RECONSTRUCTION (NULL),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BRICK ST (OTTAWA ST N TO ROSEDALE AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,220.648615177615
40363,1071169,Road,ROSEDALE AVE,OTTAWA ST N,SHELDON AVE N,4/7/2015 12:00:01 AM,6/23/2015 11:59:59 PM,Road Reconstruction,Closed,Completed,RD RECONSTRUCTION (NULL),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,ROSEDALE AVE (OTTAWA ST N TO SHELDON AVE N),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,249.904035801906
40364,1073840,Road,HOMER WATSON BLVD,OTTAWA ST S,HOFFMAN ST,4/10/2015 12:00:01 AM,4/13/2015 11:59:59 PM,Bridge Work,Closed,Completed,MTO BRIDGE WORKS (NULL),"CLOSURE APRIL 10, 2015 8:00 PM  TO APRIL 13, 2015 REOPEN 6:00 AM",MTO,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,HOMER WATSON BLVD (OTTAWA ST S TO HOFFMAN ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,2063.87614268674
40365,1073841,Road,HOMER WATSON OFFRAMP,HOMER WATSON BLVD,OTTAWA ST S,3/30/2015 12:00:01 AM,6/30/2015 11:59:59 PM,Bridge Work,Closed,Completed,MTO BRIDGE WORKS (MARCH TO JUNE),,MTO,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,HOMER WATSON OFFRAMP (HOMER WATSON BLVD TO OTTAWA ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,713.449647415877
40366,1073842,Road,OTTAWA ST S,OTTAWA ST S,KEHL ST,4/17/2015 12:00:01 AM,4/20/2015 11:59:59 PM,Bridge Work,Closed,Completed,"MTO BRIDGE WORKS (APRIL 17 TO APRIL 20, 2015)","CLOSURE APRIL 17, 2015 8:00 PM  TO APRIL 20, 2015 REOPEN 6:00 AM",MTO,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,OTTAWA ST S OFF RAMP (OTTAWA ST TO KEHL  ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,302.264623053285
40367,1075514,Road,GUELPH ST,WEBER ST W,WATERLOO ST,4/6/2015 12:00:01 AM,4/7/2015 11:59:59 PM,Water Repair,Closed,Completed,WATERMAIN DRAIN CHAMBER INSTALLATION FOR WEBER ST RECONSTRUCTION (2 DAYS),7:00 AM TO 5:00 PM DAYTIME  CLOSURES ONLY,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,GUELPH ST (WEBER ST W TO WATERLOO ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,550.550449606014
40369,1082854,Road,WILHELM ST,DUKE ST W,WEBER ST W,4/13/2015 12:00:01 AM,4/13/2015 11:59:59 PM,Sewer Work,Closed,Completed,STORM SEWER WORKS (7AM - 5PM),LOCAL ACCESS MAINTAINED,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,WILHELM ST (DUKE ST W TO WEBER ST W),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,155.305003589982
40370,1082855,Road,GUELPH ST,WATERLOO ST,WEBER ST W,4/16/2015 12:00:01 AM,4/16/2015 11:59:59 PM,Concrete Replacement,Closed,Completed,CONCRETE WORK (7AM - 5PM),LOCAL ACCESS MAINTAINED,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,GUELPH ST (WATERLOO ST TO WEBER ST W),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,390.910044740859
40371,1082856,Road,LOUISA ST,WEBER ST W,AHRENS ST W,4/13/2015 12:00:01 AM,4/15/2015 11:59:59 PM,Water Repair,Closed,Completed,VALVE CHAMBER INSTALL (3 DAYS),LOCAL ACCESS MAINTAINED,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,LOUISA ST (WEBER ST W TO AHRENS ST W),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,358.934685138973
40372,1083854,Road,MT HOPE ST,KING ST W,PARK ST,4/9/2015 12:00:01 AM,4/9/2015 11:59:59 PM,Watermain Break,Closed,Completed,WATERMAIN BREAK (3 DAYS),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,MT HOPE ST (KING ST W TO PARK ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,201.352583088277
40373,1084853,Road,STIRLING AVE S,MILL ST,HIGHLAND RD E,4/9/2015 12:00:01 AM,6/23/2015 11:59:59 PM,Road Reconstruction,Closed,Completed,RD RECONSTRUCTION (3 MONTHS),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,STIRLING AVE S (MILL ST TO HIGHLAND RD E),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,800.415553557352
40374,1146982,Road,ALICE AVE,VICTORIA ST S,KARN ST,6/16/2015 12:00:01 AM,6/16/2015 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,ALICE AVE (VICTORIA ST S TO KARN ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,296.483390408522
40375,1146983,Road,UNION BLVD,WESTMOUNT RD W,DUNBAR RD,6/10/2015 12:00:01 AM,6/10/2015 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,UNION BLVD (WESTMOUNT RD W TO DUNBAR RD),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,413.297244702344
40376,1146984,Road,EAST AVE,FREDERICK ST,BINGEMAN ST,6/11/2015 12:00:01 AM,6/11/2015 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,EAST AVE (FREDERICK ST TO BINGEMAN ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,206.970053920312
40377,1146985,Road,STRASBURG RD,OLD COUNTRY DR,BLEAMS RD,6/18/2015 12:00:01 AM,6/18/2015 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,STRASBURG RD (OLD COUNTRY DR TO BLEAMS RD),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,1104.86835732931
40383,1150007,Road,KENNEDY AVE,KENT AVE,PALMER AVE,7/6/2015 12:00:01 AM,9/4/2015 11:59:59 PM,Road Reconstruction,Closed,Completed,RD RECONSTRUCTION (2 MONTHS),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KENNEDY AVE (KENT AVE TO PALMER AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,163.542225520229
40384,1150008,Road,PALMER AVE,KENNEDY AVE,COURTLAND AVE E,6/6/2015 12:00:01 AM,9/4/2015 11:59:59 PM,Road Reconstruction,Closed,Completed,RD RECONSTRUCTION (2 MONTHS),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,PALMER AVE (KENNEDY AVE TO COURTLAND AVE E),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,161.260663761241
40385,1150009,Road,GUELPH ST,RIVERBEND DR,SPRING VALLEY RD,6/8/2015 12:00:01 AM,9/30/2015 11:59:59 PM,Bridge Work,Closed,Completed,MTO BRIDGE WORKS (APPROX 4 MONTHS),LOCAL ACCESS TO BUSINESSES ONLY - DETOUR IN PL,MTO,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,GUELPH ST (RIVERBEND DR TO SPRING VALLEY RD),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,787.510942259309
40386,1150921,Road,KEHL ST,HOFFMAN ST,OTTAWA ST S,6/8/2015 12:00:01 AM,6/8/2015 11:59:59 PM,Watermain Break,Closed,Completed,WATERMAIN BREAK (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KEHL ST (HOFFMAN ST TO OTTAWA ST S),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,763.890023913705
40387,1151830,Road,HUGO CRES,HEIMAN ST,END,6/9/2015 12:00:01 AM,6/9/2015 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,HUGO CRES (HEIMAN ST TO END),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,192.137742462304
40388,1151831,Road,ROCKWAY DR,DOON RD,DIXON ST,6/11/2015 12:00:01 AM,6/11/2015 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,ROCKWAY DR (DOON RD TO DIXON ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,781.894788461825
40389,1155749,Road,BELMONT LANE E,BELMONT AVE W,END,6/15/2015 12:00:01 AM,6/15/2015 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BELMONT LN E (BELMONT AVE W TO END),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,407.690659083725
40390,821504,Road,OTTO ST,QUEEN ST N,FREDERICK ST,9/11/2014 12:00:01 AM,9/11/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENT (10:00 AM TO 9:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,OTTO ST (QUEEN ST TO FREDERICK ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,250.706755107842
40391,821505,Road,OTTO ST,QUEEN ST N,FREDERICK ST,9/13/2014 12:00:01 AM,9/13/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENT (12 NOON TO 10:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,OTTO ST (QUEEN ST TO FREDERICK ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,250.706755107842
40392,824106,Road,KINZIE AVE,WEBER ST E,HUBER ST,9/15/2014 12:00:01 AM,9/22/2014 11:59:59 PM,Utility Work,Closed,Completed,NEW CONNECTIONS FOR NEW DEVELOPMENT (5 DAYS),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KINZIE  AVE (WEBER ST TO HUBER ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,249.521629876607
40393,824107,Road,YOUNG ST,KING ST W,DUKE ST W,10/25/2014 12:00:01 AM,10/26/2014 11:59:59 PM,Site Servicing,Closed,Completed,CRANE OPERATION (1 DAY),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,YOUNG ST (KING ST TO DUKE ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,142.730535432172
40394,824108,Road,DUKE ST W,PANDORA AVE N,BETZNER AVE N,9/17/2014 12:00:01 AM,9/17/2014 11:59:59 PM,Special Event,Closed,Completed,SPECIAL EVENT (5:00 PM TO 10:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,DUKE ST (PANDORA  AVE TO BETZNER  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,1670.71969676774
